ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,6203.T,豊和工業,71.6,80,57,90,🏛️ 買い（政策恩恵）,1763.0,11.1,0.01,0.06007198709196972,6.5,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.5倍) / ⚠ペナルティ1件
2,9531.T,東京ガス,71.3,81,47,74,🏛️ 買い（政策恩恵）,7655.0,21.9,0.01,0.04201495241756777,0.72,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(0.7倍) / ⚠ペナルティ1件
3,5706.T,三井金属鉱業,70.5,65,75,72,🏛️ 買い（政策恩恵）,31260.0,4.9,0.01,0.21253860407659048,2.98,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
4,7721.T,東京計器,69.8,85,45,90,👀 監視・買い検討,8540.0,16.37,0.0,0.02958765146059676,4.69,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
5,9519.T,レノバ,69.4,89,58,74,👀 監視・買い検討,737.0,24.9,0.19,0.7544584316810911,16.5,"green_energy, startup_growth",政策(green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(16.5倍) / ⚠ペナルティ1件
6,6920.T,レーザーテック,69.3,83,53,84,👀 監視・買い検討,36350.0,101.1,0.35,0.34880771182141046,5.28,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
7,4063.T,信越化学工業,68.4,83,50,84,👀 監視・買い検討,6401.0,26.3,0.03,0.10175620317845234,5.21,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件"
8,6208.T,石川製作所,68.0,80,45,90,👀 監視・買い検討,2580.0,91.3,0.03,0.03218271476771347,3.38,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
9,6952.T,カシオ計算機,66.9,54,45,90,👀 監視・買い検討,1428.0,42.1,0.02,0.056697892824276175,1.63,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
10,7980.T,重松製作所,66.8,62,62,90,👀 監視・買い検討,1019.0,11.2,0.01,0.11586189247752711,803.25,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(803.2倍) / ⚠ペナルティ1件
11,4274.T,細谷火工,66.7,62,45,90,👀 監視・買い検討,1522.0,36.27,0.02,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
12,4275.T,カーリットHD,66.6,70,52,90,👀 監視・買い検討,2900.0,14.1,0.01,0.042481968457742346,3.52,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
13,7685.T,BuySell Technologies,66.5,76,49,72,👀 監視・買い検討,6760.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
14,9211.T,エフ・コード,66.3,89,50,72,👀 監視・買い検討,1588.0,,,0.7148518688131892,2974.67,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(2974.7倍) / ⚠ペナルティ1件
15,6544.T,ジャパンエレベーターサービスHD,66.0,71,53,72,👀 監視・買い検討,1781.0,86.5,0.19,0.2248453117563065,1.84,startup_growth,政策(startup_growth) / 75日MA上
16,5802.T,住友電気工業,65.1,88,47,72,👀 監視・買い検討,10365.0,22.9,0.01,0.029772164526823165,6.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.6倍) / ⚠ペナルティ1件
