ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,6146.T,ディスコ,73.2,83,49,84,🏛️ 買い（政策恩恵）,72370.0,32.0,0.05,0.15490663834643673,1.16,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
2,5706.T,三井金属鉱業,72.2,70,75,72,🏛️ 買い（政策恩恵）,32380.0,4.9,0.01,0.21253860407659048,2.98,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
3,7164.T,全国保証,72.1,73,66,68,📈 買い,3193.0,12.9,0.02,0.1627999517665501,0.48,finance,GC形成中 / 75日MA上 / 割安 / 信用良好(0.5倍) / ⚠ペナルティ1件
4,9531.T,東京ガス,71.0,80,47,74,🏛️ 買い（政策恩恵）,7657.0,21.9,0.01,0.04201495241756777,0.72,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(0.7倍) / ⚠ペナルティ1件
5,6203.T,豊和工業,70.9,78,57,90,🏛️ 買い（政策恩恵）,1735.0,11.1,0.01,0.06007198709196972,6.5,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(6.5倍) / ⚠ペナルティ1件
6,7721.T,東京計器,70.8,88,45,90,🏛️ 買い（政策恩恵）,8520.0,16.37,0.0,0.02958765146059676,4.69,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
7,6030.T,アドベンチャー,70.1,83,53,72,🏛️ 買い（政策恩恵）,1825.0,60.7,0.22,0.3679506311078882,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
8,7980.T,重松製作所,69.6,70,62,90,👀 監視・買い検討,1045.0,11.2,0.01,0.11586189247752711,803.25,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(803.2倍) / ⚠ペナルティ1件
9,4275.T,カーリットHD,69.4,78,52,90,👀 監視・買い検討,2995.0,14.1,0.01,0.042481968457742346,3.52,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
10,6920.T,レーザーテック,69.3,83,53,84,👀 監視・買い検討,36200.0,101.1,0.35,0.34880771182141046,5.28,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
11,7685.T,BuySell Technologies,69.0,83,49,72,👀 監視・買い検討,6600.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
12,4523.T,エーザイ,68.7,88,45,84,👀 監視・買い検討,4914.0,50.7,0.03,0.05978041650453748,12.35,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(12.3倍) / ⚠ペナルティ1件"
13,4274.T,細谷火工,68.5,67,45,90,👀 監視・買い検討,1543.0,36.27,0.02,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
14,5714.T,DOWAホールディングス,68.1,88,57,72,👀 監視・買い検討,10245.0,12.56,0.01,0.07886814954014058,9.17,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.2倍) / ⚠ペナルティ1件
15,5592.T,5592.T,67.5,78,50,72,👀 監視・買い検討,2758.0,,,0.7504057661935508,,startup_growth,政策(startup_growth) / 75日MA上
