ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,7980.T,重松製作所,77.4,78,52,90,🏛️ 買い（政策恩恵）,894.0,11.2,,0.11586189247752711,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
2,4274.T,細谷火工,73.5,73,45,90,🏛️ 買い（政策恩恵）,1462.0,36.27,,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
3,6208.T,石川製作所,73.5,73,45,90,🏛️ 買い（政策恩恵）,2712.0,91.3,,0.03218271476771347,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
4,8035.T,東京エレクトロン,72.8,83,48,84,🏛️ 買い（政策恩恵）,44380.0,29.95,,0.2371169338702782,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
5,7013.T,IHI,72.3,78,45,90,🏛️ 買い（政策恩恵）,4133.0,25.47,,0.04353174695530457,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
6,5857.T,AREホールディングス,72.0,78,65,72,🏛️ 買い（政策恩恵）,4255.0,6.5,,0.2627600788535591,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
7,6857.T,アドバンテスト,71.8,80,48,84,🏛️ 買い（政策恩恵）,26620.0,27.35,,0.24891125623731583,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
8,4275.T,カーリットHD,71.6,76,45,90,🏛️ 買い（政策恩恵）,2787.0,14.1,,0.042481968457742346,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
9,4062.T,イビデン,71.6,76,45,90,🏛️ 買い（政策恩恵）,9884.0,27.67,,0.07984142321422469,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
10,7721.T,東京計器,71.6,76,45,90,🏛️ 買い（政策恩恵）,8720.0,16.37,,0.02958765146059676,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
11,6503.T,三菱電機,71.6,76,45,90,🏛️ 買い（政策恩恵）,5916.0,18.7,,0.06727905661895674,,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上"
12,6203.T,豊和工業,71.1,73,47,90,🏛️ 買い（政策恩恵）,1878.0,11.1,,0.06007198709196972,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
13,1801.T,大成建設,70.3,76,57,76,🏛️ 買い（政策恩恵）,19055.0,9.6,,0.10960659387508585,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
14,5706.T,三井金属鉱業,69.5,71,65,72,👀 監視・買い検討,33040.0,4.9,,0.21253860407659048,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
15,1812.T,鹿島建設,69.2,73,57,76,👀 監視・買い検討,6964.0,8.1,,0.11134870242742477,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
16,6952.T,カシオ計算機,68.8,68,45,90,👀 監視・買い検討,1622.0,42.1,,0.056697892824276175,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
17,7164.T,全国保証,67.9,78,56,68,👀 監視・買い検討,3176.0,12.9,,0.1627999517665501,,finance,75日MA上
18,6146.T,ディスコ,67.8,71,45,84,👀 監視・買い検討,75620.0,32.0,,0.15490663834643673,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
19,7011.T,三菱重工業,67.8,65,45,90,👀 監視・買い検討,4811.0,28.52,,0.029742919415490413,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
20,4063.T,信越化学工業,67.8,71,45,84,👀 監視・買い検討,5930.0,26.3,,0.10175620317845234,,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上"
21,1803.T,清水建設,67.8,73,52,76,👀 監視・買い検討,3490.0,8.9,,0.09395139790077497,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
22,1802.T,大林組,67.5,68,57,76,👀 監視・買い検討,4181.0,7.4,,0.10268415422789895,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
23,1811.T,前田建設工業,67.2,80,42,76,👀 監視・買い検討,9380.0,11.5,,0.043146663807200496,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
24,7735.T,SCREENホールディングス,66.7,68,45,84,👀 監視・買い検討,21725.0,29.9,,0.07271227726950151,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
25,8001.T,伊藤忠商事,66.7,78,52,68,👀 監視・買い検討,2192.5,13.29,,0.1037230249286866,,finance,GC形成中 / 75日MA上
26,8750.T,第一生命HD,66.7,78,52,68,👀 監視・買い検討,1512.0,5.8,,0.07567448262778054,,finance,GC形成中 / 75日MA上
27,7047.T,ポート,66.7,80,35,72,👀 監視・買い検討,2330.0,53.4,,0.0791295746785361,,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
28,5713.T,住友金属鉱山,66.6,78,47,72,👀 監視・買い検討,10810.0,13.88,,0.08492867101226925,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
29,8789.T,フィンテック グローバル,66.5,88,35,72,👀 監視・買い検討,151.0,86.1,,0.017583531385432685,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
30,6479.T,ミネベアミツミ,66.3,61,45,90,👀 監視・買い検討,3319.0,29.8,,0.08591327323386702,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
31,6030.T,アドベンチャー,66.3,72,43,72,👀 監視・買い検討,1920.0,60.7,,0.3679506311078882,,startup_growth,政策(startup_growth) / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
32,5444.T,大和工業,66.1,83,35,76,👀 監視・買い検討,12845.0,43.6,,0.015297869532254748,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
33,3482.T,ロードスターキャピタル,66.0,61,65,72,👀 監視・買い検討,3475.0,5.9,,0.3496956352804041,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
34,3407.T,旭化成,65.8,76,42,76,👀 監視・買い検討,1833.0,22.17,,0.05337312274386347,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
35,1861.T,熊谷組,65.7,63,57,76,👀 監視・買い検討,1998.0,7.8,,0.10940885647144993,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
36,6723.T,ルネサスエレクトロニクス,65.7,65,45,84,👀 監視・買い検討,2839.0,40.7,,0.07398398899953137,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
37,4208.T,UBE,65.5,73,47,74,👀 監視・買い検討,2838.0,10.4,,0.06025720178123399,,green_energy,政策(green_energy) / GC形成中 / 75日MA上
38,3436.T,SUMCO,65.1,84,35,72,👀 監視・買い検討,1662.0,25.87,,0.07184446328622575,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
39,4042.T,東ソー,64.8,73,47,72,👀 監視・買い検討,2672.0,10.7,,0.09562945174321688,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
40,9519.T,レノバ,64.8,70,48,74,👀 監視・買い検討,730.0,24.9,,0.7544584316810911,,"green_energy, startup_growth",政策(green_energy) / 75日MA上
41,9279.T,ギフトホールディングス,64.8,83,35,72,👀 監視・買い検討,4010.0,163.7,,0.036249674216268915,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
42,4523.T,エーザイ,64.2,61,45,84,👀 監視・買い検討,5077.0,50.7,,0.05978041650453748,,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上"
43,5714.T,DOWAホールディングス,64.1,71,47,72,👀 監視・買い検討,10590.0,12.56,,0.07886814954014058,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
44,9158.T,シーユーシー,63.7,67,50,72,👀 監視・買い検討,946.0,,,0.23236163920574568,,startup_growth,政策(startup_growth) / 75日MA上
45,6367.T,ダイキン工業,63.7,78,35,74,👀 監視・買い検討,20465.0,41.8,,0.09204469542288991,,green_energy,政策(green_energy) / 75日MA上
46,6196.T,ストライク,63.6,73,43,72,👀 監視・買い検討,4300.0,33.6,,0.26393119956778843,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
47,8591.T,オリックス,63.4,73,47,68,👀 監視・買い検討,5402.0,12.0,,0.06352544002620478,,finance,GC形成中 / 75日MA上
48,7157.T,ライフネット生命保険,63.3,79,35,72,👀 監視・買い検討,2100.0,,,-0.19701379223079843,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
