ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,7980.T,重松製作所,80.0,77,62,90,🔥 強気買い,1003.0,11.2,0.01,0.11586189247752711,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / 割安 / ⚠ペナルティ1件
2,4274.T,細谷火工,75.0,77,45,90,🏛️ 買い（政策恩恵）,1478.0,36.27,0.02,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
3,5706.T,三井金属鉱業,68.7,60,75,72,👀 監視・買い検討,29485.0,4.9,0.01,0.21253860407659048,1.68,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
4,6701.T,NEC,66.8,62,62,90,👀 監視・買い検討,4419.0,11.7,0.01,0.11436447321448365,31.0,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(31.0倍) / ⚠ペナルティ1件"
5,9433.T,KDDI,66.8,74,62,78,👀 監視・買い検討,2680.0,11.95,0.02,0.1368769591488575,3.42,ai_digital,政策(ai_digital) / 75日MA上 / 割安 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
6,4275.T,カーリットHD,66.6,70,52,90,👀 監視・買い検討,2800.0,14.1,0.01,0.042481968457742346,3.86,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.9倍) / ⚠ペナルティ1件
7,7685.T,BuySell Technologies,66.5,76,49,72,👀 監視・買い検討,6510.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
8,4063.T,信越化学工業,65.7,75,50,84,👀 監視・買い検討,5970.0,26.3,0.03,0.10175620317845234,5.25,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件"
9,3482.T,ロードスターキャピタル,65.5,65,75,72,👀 監視・買い検討,3415.0,5.9,0.02,0.3496956352804041,44.12,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(44.1倍) / ⚠ペナルティ1件
10,7164.T,全国保証,65.1,53,66,68,👀 監視・買い検討,3143.0,12.9,0.02,0.1627999517665501,0.92,finance,GC形成中 / 75日MA上 / 割安 / 信用良好(0.9倍) / ⚠ペナルティ1件
11,5253.T,カバー,64.7,70,50,72,👀 監視・買い検討,1630.0,,,0.5515370705244123,2.18,startup_growth,政策(startup_growth) / 75日MA上
12,6952.T,カシオ計算機,64.1,46,45,90,👀 監視・買い検討,1383.5,42.1,0.02,0.056697892824276175,1.24,defense,🏛️政策主力(defense) / RSI底値圏 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
13,9279.T,ギフトホールディングス,63.2,70,35,72,👀 監視・買い検討,4005.0,163.7,0.06,0.036249674216268915,0.79,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
14,6208.T,石川製作所,62.8,65,45,90,👀 監視・買い検討,2410.0,91.3,0.03,0.03218271476771347,4.36,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.4倍) / ⚠ペナルティ1件
15,8035.T,東京エレクトロン,62.2,44,58,84,👀 監視・買い検討,38920.0,29.95,0.07,0.2371169338702782,2.83,semiconductor,🏛️政策主力(semiconductor) / RSI底値圏 / 75日MA上
16,1801.T,大成建設,62.1,44,67,76,👀 監視・買い検討,16925.0,9.6,0.01,0.10960659387508585,1.86,infrastructure,政策(infrastructure) / RSI底値圏 / 75日MA上 / 割安
17,5801.T,古河電気工業,62.0,65,47,72,👀 監視・買い検討,25300.0,20.93,0.01,0.03427065628598059,1.74,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
18,7157.T,ライフネット生命保険,60.2,70,35,72,👀 監視・買い検討,2181.0,,,-0.19701379223079843,2.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
19,6857.T,アドバンテスト,59.8,37,58,84,⏸️ 様子見,22875.0,27.35,0.07,0.24891125623731583,1.57,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
20,4519.T,中外製薬,59.6,65,53,60,⏸️ 様子見,9480.0,42.12,0.09,0.21911463536336112,2.46,medical,GC形成中 / 75日MA上
21,9531.T,東京ガス,59.1,46,47,74,⏸️ 様子見,7454.0,21.9,0.01,0.04201495241756777,0.81,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
22,4051.T,GMOフィナンシャルゲート,58.8,76,40,72,⏸️ 様子見,5630.0,333.9,0.31,0.09399896262004702,162.55,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(162.6倍) / ⚠ペナルティ1件
23,6196.T,ストライク,58.8,65,53,72,⏸️ 様子見,4250.0,33.6,0.09,0.26393119956778843,17.11,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(17.1倍) / ⚠ペナルティ1件
24,9432.T,NTT,58.7,51,62,78,⏸️ 様子見,154.0,11.5,0.01,0.12114458486888359,69.6,ai_digital,政策(ai_digital) / 割安 / ⚠信用過熱(69.6倍) / ⚠ペナルティ1件
25,4307.T,野村総合研究所,58.7,62,49,78,⏸️ 様子見,4382.0,38.8,0.06,0.15996308567451853,17.83,ai_digital,政策(ai_digital) / ⚠信用過熱(17.8倍) / ⚠ペナルティ1件
26,4565.T,ネクセラファーマ,58.7,80,35,72,⏸️ 様子見,901.0,95.9,0.03,0.02823542887688284,20.66,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(20.7倍) / ⚠ペナルティ1件
27,6203.T,豊和工業,58.6,43,57,90,⏸️ 様子見,1673.0,11.1,0.01,0.06007198709196972,7.65,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
28,6146.T,ディスコ,58.4,41,49,84,⏸️ 様子見,66500.0,32.0,0.05,0.15490663834643673,1.3,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
29,4062.T,イビデン,57.9,37,45,90,⏸️ 様子見,7238.0,27.67,0.02,0.07984142321422469,2.13,defense,🏛️政策主力(defense) / RSI底値圏
30,7735.T,SCREENホールディングス,57.6,42,45,84,⏸️ 様子見,19030.0,29.9,0.02,0.07271227726950151,2.99,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
31,5032.T,ANYCOLOR,57.5,55,50,72,⏸️ 様子見,4095.0,,,0.26581560283687944,32.23,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(32.2倍) / ⚠ペナルティ2件
32,4592.T,サンバイオ,57.0,75,35,72,⏸️ 様子見,2098.0,,,-0.40549765417054645,698.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(698.1倍) / ⚠ペナルティ1件
33,5802.T,住友電気工業,57.0,65,47,72,⏸️ 様子見,9125.0,22.9,0.01,0.029772164526823165,5.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
34,6200.T,インソース,56.8,59,53,72,⏸️ 様子見,724.0,58.2,0.2,0.3491226604426605,34.2,startup_growth,政策(startup_growth) / ⚠信用過熱(34.2倍) / ⚠ペナルティ1件
