ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,7980.T,重松製作所,79.3,75,62,90,🏛️ 買い（政策恩恵）,1166.0,11.2,0.01,0.11586189247752711,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / 割安 / ⚠ペナルティ1件
2,4274.T,細谷火工,72.5,70,45,90,🏛️ 買い（政策恩恵）,1610.0,36.27,0.02,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
3,5706.T,三井金属鉱業,72.2,70,75,72,🏛️ 買い（政策恩恵）,34170.0,4.9,0.01,0.21253860407659048,1.68,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
4,9531.T,東京ガス,70.3,78,47,74,🏛️ 買い（政策恩恵）,7783.0,21.9,0.01,0.04201495241756777,0.81,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
5,1801.T,大成建設,69.4,65,67,76,👀 監視・買い検討,18560.0,9.6,0.01,0.10960659387508585,1.86,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安
6,4275.T,カーリットHD,69.4,78,52,90,👀 監視・買い検討,2901.0,14.1,0.01,0.042481968457742346,3.86,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(3.9倍) / ⚠ペナルティ1件
7,7685.T,BuySell Technologies,69.0,83,49,72,👀 監視・買い検討,5820.0,72.1,0.13,0.1740005296510793,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
8,1803.T,清水建設,68.4,72,62,76,👀 監視・買い検討,3344.0,8.9,0.01,0.09395139790077497,4.69,infrastructure,政策(infrastructure) / GC形成中 / 出来高急増 / 75日MA上 / 割安 / ⚠信用過熱(4.7倍) / ⚠ペナルティ2件
9,7388.T,FPパートナー,68.2,80,50,72,👀 監視・買い検討,2347.0,,,0.28737790219180454,1.87,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
10,6920.T,レーザーテック,67.6,78,53,84,👀 監視・買い検討,33550.0,101.1,0.35,0.34880771182141046,5.02,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(5.0倍) / ⚠ペナルティ1件
11,6146.T,ディスコ,66.8,65,49,84,👀 監視・買い検討,71660.0,32.0,0.05,0.15490663834643673,1.3,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
12,6203.T,豊和工業,66.3,65,57,90,👀 監視・買い検討,1789.0,11.1,0.01,0.06007198709196972,7.65,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
13,7721.T,東京計器,65.5,73,45,90,👀 監視・買い検討,8590.0,16.37,0.0,0.02958765146059676,4.21,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.2倍) / ⚠ペナルティ1件
14,3482.T,ロードスターキャピタル,65.5,65,75,72,👀 監視・買い検討,3555.0,5.9,0.02,0.3496956352804041,44.12,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(44.1倍) / ⚠ペナルティ1件
15,9433.T,KDDI,65.0,69,62,78,👀 監視・買い検討,2679.0,11.95,0.02,0.1368769591488575,3.42,ai_digital,政策(ai_digital) / 75日MA上 / 割安 / ⚠信用過熱(3.4倍) / ⚠ペナルティ1件
16,4063.T,信越化学工業,64.9,73,50,84,👀 監視・買い検討,6226.0,26.3,0.03,0.10175620317845234,5.25,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件"
17,6503.T,三菱電機,64.8,65,52,90,👀 監視・買い検討,5618.0,18.7,0.01,0.06727905661895674,12.24,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上 / ⚠信用過熱(12.2倍) / ⚠ペナルティ1件"
18,1802.T,大林組,64.4,65,67,76,👀 監視・買い検討,4094.0,7.4,0.01,0.10268415422789895,9.45,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(9.4倍) / ⚠ペナルティ1件
19,8750.T,第一生命HD,63.9,70,52,68,👀 監視・買い検討,1523.5,5.8,0.0,0.07567448262778054,2.21,finance,GC形成中 / 75日MA上
20,6208.T,石川製作所,63.8,68,45,90,👀 監視・買い検討,2652.0,91.3,0.03,0.03218271476771347,4.36,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.4倍) / ⚠ペナルティ1件
21,5711.T,三菱マテリアル,63.5,65,52,72,👀 監視・買い検討,5270.0,13.8,0.01,0.03972532283843918,2.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
22,9279.T,ギフトホールディングス,63.2,70,35,72,👀 監視・買い検討,3985.0,163.7,0.06,0.036249674216268915,0.79,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
23,4051.T,GMOフィナンシャルゲート,63.0,88,40,72,👀 監視・買い検討,5280.0,333.9,0.31,0.09399896262004702,162.55,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(162.6倍) / ⚠ペナルティ1件
24,4578.T,大塚ホールディングス,62.4,65,52,60,👀 監視・買い検討,10170.0,16.2,0.01,0.07997138808286659,0.74,medical,GC形成中 / 75日MA上 / 信用良好(0.7倍) / ⚠ペナルティ1件
25,7157.T,ライフネット生命保険,62.3,76,35,72,👀 監視・買い検討,2232.0,,,-0.19701379223079843,2.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
26,6857.T,アドバンテスト,62.2,44,58,84,👀 監視・買い検討,25535.0,27.35,0.07,0.24891125623731583,1.57,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
27,1811.T,前田建設工業,62.2,80,42,76,👀 監視・買い検討,9170.0,11.5,0.0,0.043146663807200496,36.0,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(36.0倍) / ⚠ペナルティ1件
28,9719.T,SCSK,62.1,65,57,78,👀 監視・買い検討,5680.0,20.4,0.03,0.14737255040242603,45.5,ai_digital,政策(ai_digital) / 75日MA上 / ⚠信用過熱(45.5倍) / ⚠ペナルティ1件
29,7741.T,HOYA,62.0,75,49,60,👀 監視・買い検討,28140.0,38.7,0.07,0.18200726744186047,1.58,medical,GC形成中 / 75日MA上
30,4502.T,武田薬品工業,61.1,70,52,60,👀 監視・買い検討,5631.0,16.6,0.01,0.07262741837878056,2.53,medical,GC形成中 / 75日MA上
31,5020.T,ENEOSホールディングス,61.0,70,52,74,👀 監視・買い検討,1407.5,14.14,0.01,0.049029120367742055,4.26,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
32,6544.T,ジャパンエレベーターサービスHD,61.0,57,53,72,👀 監視・買い検討,1672.0,86.5,0.19,0.2248453117563065,1.95,startup_growth,政策(startup_growth)
33,4523.T,エーザイ,60.7,65,45,84,👀 監視・買い検討,4895.0,50.7,0.03,0.05978041650453748,9.47,"semiconductor, medical","🏛️政策主力(semiconductor, medical) / GC形成中 / 75日MA上 / ⚠信用過熱(9.5倍) / ⚠ペナルティ1件"
34,5802.T,住友電気工業,60.5,75,47,72,👀 監視・買い検討,9975.0,22.9,0.01,0.029772164526823165,5.47,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.5倍) / ⚠ペナルティ1件
35,6952.T,カシオ計算機,60.4,44,45,90,👀 監視・買い検討,1451.0,42.1,0.02,0.056697892824276175,1.24,defense,🏛️政策主力(defense) / RSI底値圏 / 75日MA上
36,7047.T,ポート,60.2,80,40,72,👀 監視・買い検討,2295.0,53.4,0.04,0.0791295746785361,501.09,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(501.1倍) / ⚠ペナルティ1件
37,8035.T,東京エレクトロン,60.1,38,58,84,👀 監視・買い検討,41720.0,29.95,0.07,0.2371169338702782,2.83,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
38,3436.T,SUMCO,60.0,75,45,72,👀 監視・買い検討,1691.0,25.87,0.02,0.07184446328622575,3.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.6倍) / ⚠ペナルティ1件
39,5714.T,DOWAホールディングス,60.0,65,57,72,👀 監視・買い検討,10005.0,12.56,0.01,0.07886814954014058,8.52,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(8.5倍) / ⚠ペナルティ1件
40,3407.T,旭化成,60.0,65,52,76,👀 監視・買い検討,1724.0,22.17,0.01,0.05337312274386347,11.04,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / ⚠信用過熱(11.0倍) / ⚠ペナルティ1件
41,5713.T,住友金属鉱山,60.0,65,57,72,👀 監視・買い検討,10535.0,13.88,0.01,0.08492867101226925,4.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
42,7164.T,全国保証,59.9,38,66,68,⏸️ 様子見,3135.0,12.9,0.02,0.1627999517665501,0.92,finance,GC形成中 / 75日MA上 / 割安 / 信用良好(0.9倍) / ⚠ペナルティ1件
43,4519.T,中外製薬,59.6,65,53,60,⏸️ 様子見,9727.0,42.12,0.09,0.21911463536336112,2.46,medical,GC形成中 / 75日MA上
44,5019.T,出光興産,59.5,78,40,72,⏸️ 様子見,1458.0,24.3,0.01,0.02873752403023201,7.7,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
45,5801.T,古河電気工業,58.9,56,47,72,⏸️ 様子見,28465.0,20.93,0.01,0.03427065628598059,1.74,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
46,3915.T,テラスカイ,58.9,32,65,72,⏸️ 様子見,1616.0,18.89,0.04,0.23527149768602018,2.94,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ1件
47,6196.T,ストライク,58.8,65,53,72,⏸️ 様子見,4220.0,33.6,0.09,0.26393119956778843,17.11,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(17.1倍) / ⚠ペナルティ1件
48,5707.T,東邦亜鉛,58.6,38,67,72,⏸️ 様子見,1567.0,5.89,0.01,0.1328381246382404,1.67,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
49,4062.T,イビデン,57.9,37,45,90,⏸️ 様子見,8099.0,27.67,0.02,0.07984142321422469,2.13,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
50,7806.T,MTG,57.3,76,35,72,⏸️ 様子見,5960.0,39.54,0.02,0.04556455227225194,4.52,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
51,1861.T,熊谷組,57.1,44,67,76,⏸️ 様子見,1750.0,7.8,0.01,0.10940885647144993,8.94,infrastructure,政策(infrastructure) / RSI底値圏 / 75日MA上 / 割安 / ⚠信用過熱(8.9倍) / ⚠ペナルティ1件
52,6200.T,インソース,56.8,59,53,72,⏸️ 様子見,714.0,58.2,0.2,0.3491226604426605,34.2,startup_growth,政策(startup_growth) / ⚠信用過熱(34.2倍) / ⚠ペナルティ1件
53,1812.T,鹿島建設,56.0,41,67,76,⏸️ 様子見,6560.0,8.1,0.01,0.11134870242742477,19.15,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(19.1倍) / ⚠ペナルティ1件
54,5857.T,AREホールディングス,56.0,38,75,72,⏸️ 様子見,4005.0,6.5,0.02,0.2627600788535591,53.44,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(53.4倍) / ⚠ペナルティ1件
55,7203.T,トヨタ自動車,55.9,37,57,74,⏸️ 様子見,3481.0,10.7,0.01,0.09593268350803799,2.07,green_energy,政策(green_energy) / GC形成中 / 75日MA上 / 割安
56,4042.T,東ソー,55.2,37,57,72,⏸️ 様子見,2471.0,10.7,0.01,0.09562945174321688,2.96,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
57,4483.T,JMDC,55.0,65,40,72,⏸️ 様子見,3960.0,112.15,0.1,0.08764601769911505,4.34,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(4.3倍) / ⚠ペナルティ1件
58,4021.T,日産化学,55.0,65,54,60,⏸️ 様子見,6350.0,25.5,0.04,0.16684030287471774,3.99,medical,GC形成中 / 75日MA上 / ⚠信用過熱(4.0倍) / ⚠ペナルティ1件
59,3989.T,シェアリングテクノロジー,54.8,83,35,72,⏸️ 様子見,1244.0,,,-5.8623852249930595,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
60,7735.T,SCREENホールディングス,54.8,34,45,84,⏸️ 様子見,20385.0,29.9,0.02,0.07271227726950151,2.99,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
61,3491.T,GA technologies,54.6,42,49,72,⏸️ 様子見,1616.0,92.48,0.14,0.152250885179565,,startup_growth,政策(startup_growth)
62,7762.T,シチズン時計,54.5,70,45,90,⏸️ 様子見,1753.0,,,-0.11825860643415514,8.89,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.9倍) / ⚠ペナルティ2件
63,4592.T,サンバイオ,53.5,65,35,72,⏸️ 様子見,2075.0,,,-0.40549765417054645,698.13,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(698.1倍) / ⚠ペナルティ1件
64,5541.T,大平洋金属,53.5,65,35,72,⏸️ 様子見,3205.0,35.98,0.01,0.017339660369475034,5.22,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
65,1662.T,石油資源開発,53.5,85,35,72,⏸️ 様子見,2475.0,,,-0.006271691998932087,12.69,rare_earth,政策(rare_earth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(12.7倍) / ⚠ペナルティ3件
66,7011.T,三菱重工業,53.3,38,45,90,⏸️ 様子見,4769.0,28.52,0.01,0.029742919415490413,6.82,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
67,7013.T,IHI,53.3,38,45,90,⏸️ 様子見,3921.0,25.47,0.01,0.04353174695530457,7.42,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(7.4倍) / ⚠ペナルティ1件
68,6030.T,アドベンチャー,53.3,35,53,72,⏸️ 様子見,1748.0,60.7,0.22,0.3679506311078882,,startup_growth,政策(startup_growth) / GC形成中
69,7012.T,川崎重工業,52.8,65,45,90,⏸️ 様子見,16650.0,,,-0.04183093654386276,5.77,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(5.8倍) / ⚠ペナルティ2件
70,6701.T,NEC,52.4,21,62,90,⏸️ 様子見,4224.0,11.7,0.01,0.11436447321448365,31.0,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / 割安 / ⚠信用過熱(31.0倍) / ⚠ペナルティ1件"
71,3697.T,SHIFT,52.2,53,45,72,⏸️ 様子見,700.2,154.51,0.19,0.12423400784728651,12.73,startup_growth,政策(startup_growth) / ⚠信用過熱(12.7倍) / ⚠ペナルティ1件
72,6723.T,ルネサスエレクトロニクス,52.2,41,45,84,⏸️ 様子見,2623.5,40.7,0.03,0.07398398899953137,3.45,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
73,2986.T,LAホールディングス,52.2,34,67,72,⏸️ 様子見,9340.0,6.8,0.01,0.1495038388997936,85.61,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 割安 / ⚠信用過熱(85.6倍) / ⚠ペナルティ1件
74,3496.T,アズーム,51.8,45,53,72,⏸️ 様子見,4715.0,42.9,0.11,0.25192815355120757,608.44,startup_growth,政策(startup_growth) / ⚠信用過熱(608.4倍) / ⚠ペナルティ1件
