ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,7980.T,重松製作所,75.6,73,52,90,🏛️ 買い（政策恩恵）,918.0,11.2,,0.11586189247752711,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
2,4274.T,細谷火工,75.3,78,45,90,🏛️ 買い（政策恩恵）,1542.0,36.27,,0.05256058363321358,,defense,🏛️政策主力(defense) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
3,7013.T,IHI,74.0,83,45,90,🏛️ 買い（政策恩恵）,4384.0,25.47,,0.04353174695530457,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
4,8035.T,東京エレクトロン,72.8,83,48,84,🏛️ 買い（政策恩恵）,43960.0,29.95,,0.2371169338702782,,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
5,5857.T,AREホールディングス,72.0,78,65,72,🏛️ 買い（政策恩恵）,4245.0,6.5,,0.2627600788535591,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
6,6503.T,三菱電機,71.6,76,45,90,🏛️ 買い（政策恩恵）,5850.0,18.7,,0.06727905661895674,,"defense, green_energy","🏛️政策主力(defense, green_energy) / GC形成中 / 75日MA上"
7,4275.T,カーリットHD,71.6,76,45,90,🏛️ 買い（政策恩恵）,2669.0,14.1,,0.042481968457742346,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
8,7721.T,東京計器,71.6,76,45,90,🏛️ 買い（政策恩恵）,8780.0,16.37,,0.02958765146059676,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
9,3482.T,ロードスターキャピタル,71.5,68,65,72,🏛️ 買い（政策恩恵）,3560.0,5.9,,0.3496956352804041,,startup_growth,政策(startup_growth) / GC形成中 / 出来高急増 / 75日MA上 / ⚠ペナルティ1件
10,6203.T,豊和工業,70.4,71,47,90,🏛️ 買い（政策恩恵）,2000.0,11.1,,0.06007198709196972,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
11,1801.T,大成建設,70.3,76,57,76,🏛️ 買い（政策恩恵）,18795.0,9.6,,0.10960659387508585,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
12,4063.T,信越化学工業,70.2,78,45,84,🏛️ 買い（政策恩恵）,5750.0,26.3,,0.10175620317845234,,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上"
13,1812.T,鹿島建設,69.9,75,57,76,👀 監視・買い検討,7085.0,8.1,,0.11134870242742477,,infrastructure,政策(infrastructure) / GC形成中 / 75日MA上
14,6208.T,石川製作所,69.8,71,45,90,👀 監視・買い検討,2899.0,91.3,,0.03218271476771347,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
15,5706.T,三井金属鉱業,69.5,71,65,72,👀 監視・買い検討,31290.0,4.9,,0.21253860407659048,,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
16,7011.T,三菱重工業,69.5,70,45,90,👀 監視・買い検討,4965.0,28.52,,0.029742919415490413,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
17,9719.T,SCSK,69.4,80,47,78,👀 監視・買い検討,5670.0,20.4,,0.14737255040242603,,ai_digital,政策(ai_digital) / GC形成中 / 75日MA上
