ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
1,5706.T,三井金属鉱業,79.0,80,86,72,🏛️ 買い（政策恩恵）,31600.0,3.84,0.81,21.2,2.98,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / 割安
2,7721.T,東京計器,70.8,88,45,90,🏛️ 買い（政策恩恵）,8460.0,,,,4.69,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(4.7倍) / ⚠ペナルティ1件
3,5243.T,note,70.6,93,43,72,🏛️ 買い（政策恩恵）,2425.0,,,,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
4,6920.T,レーザーテック,69.3,76,61,84,👀 監視・買い検討,37800.0,,,46.9,5.28,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(5.3倍) / ⚠ペナルティ1件
5,3989.T,シェアリングテクノロジー,69.0,73,61,72,👀 監視・買い検討,1235.0,,,31.24,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
6,7685.T,BuySell Technologies,68.8,75,58,72,👀 監視・買い検討,6450.0,,,23.43,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
7,4063.T,信越化学工業,68.2,83,49,84,👀 監視・買い検討,6505.0,,,,5.21,"semiconductor, rare_earth","🏛️政策主力(semiconductor, rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件"
8,4274.T,細谷火工,67.8,65,45,90,👀 監視・買い検討,1506.0,,,,,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
9,6146.T,ディスコ,65.9,52,61,84,👀 監視・買い検討,69920.0,,,27.6,1.16,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
10,1662.T,石油資源開発,65.8,78,61,72,👀 監視・買い検討,2562.0,3.69,,,22.15,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(22.1倍) / ⚠ペナルティ1件
11,9519.T,レノバ,65.8,83,43,74,👀 監視・買い検討,820.0,,,,16.5,"green_energy, startup_growth",政策(green_energy) / GC形成中 / 出来高急増 / 75日MA上 / ⚠信用過熱(16.5倍) / ⚠ペナルティ2件
12,7980.T,重松製作所,65.5,73,45,90,👀 監視・買い検討,1038.0,,,,803.25,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(803.2倍) / ⚠ペナルティ1件
13,5801.T,古河電気工業,65.4,78,43,72,👀 監視・買い検討,29405.0,,,,2.27,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
14,7157.T,ライフネット生命保険,64.4,70,49,72,👀 監視・買い検討,2155.0,,,,1.71,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
15,4275.T,カーリットHD,64.1,68,46,90,👀 監視・買い検討,2812.0,,,,3.52,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(3.5倍) / ⚠ペナルティ1件
16,4578.T,大塚ホールディングス,63.8,83,46,60,👀 監視・買い検討,10945.0,,,,1.31,medical,GC形成中 / 75日MA上
17,4071.T,プレイド,63.3,54,64,72,👀 監視・買い検討,2185.0,,,24.26,2.41,startup_growth,政策(startup_growth)
18,5254.T,Arent,62.7,65,49,72,👀 監視・買い検討,4375.0,,,,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
19,9432.T,NTT,62.5,78,43,78,👀 監視・買い検討,155.7,,,,84.62,ai_digital,政策(ai_digital) / 75日MA上 / ⚠信用過熱(84.6倍) / ⚠ペナルティ1件
20,6857.T,アドバンテスト,62.4,42,61,84,👀 監視・買い検討,24140.0,,,34.4,1.63,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上
21,4051.T,GMOフィナンシャルゲート,62.1,70,58,72,👀 監視・買い検討,5390.0,,,27.5,93.0,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(93.0倍) / ⚠ペナルティ1件
22,6544.T,ジャパンエレベーターサービスHD,61.7,52,61,72,👀 監視・買い検討,1664.5,,,30.3,1.84,startup_growth,政策(startup_growth)
23,4062.T,イビデン,61.4,47,45,90,👀 監視・買い検討,8149.0,,,,1.26,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
24,7047.T,ポート,61.4,68,58,72,👀 監視・買い検討,2358.0,,,24.7,377.67,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(377.7倍) / ⚠ペナルティ1件
25,7746.T,岡本硝子,61.3,69,40,72,👀 監視・買い検討,1159.0,,,,1.77,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上
26,9338.T,INFORICH,60.5,51,58,72,👀 監視・買い検討,4545.0,,,27.5,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上
27,6027.T,弁護士ドットコム,60.1,39,61,72,👀 監視・買い検討,2787.0,,,22.1,0.89,startup_growth,政策(startup_growth) / 信用良好(0.9倍) / ⚠ペナルティ1件
28,7011.T,三菱重工業,60.0,57,45,90,👀 監視・買い検討,4792.0,,,,8.19,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(8.2倍) / ⚠ペナルティ1件
29,9211.T,エフ・コード,59.9,74,46,72,⏸️ 様子見,1560.0,,,,2974.67,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(2974.7倍) / ⚠ペナルティ1件
30,4502.T,武田薬品工業,59.7,88,43,60,⏸️ 様子見,5737.0,,,,3.14,medical,GC形成中 / 75日MA上 / ⚠信用過熱(3.1倍) / ⚠ペナルティ1件
31,6952.T,カシオ計算機,59.3,40,46,90,⏸️ 様子見,1413.0,,,,1.63,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上
32,7762.T,シチズン時計,58.8,47,53,90,⏸️ 様子見,1653.0,,,,9.85,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
33,6701.T,NEC,58.8,47,53,90,⏸️ 様子見,4267.0,,,,28.24,"defense, ai_digital","🏛️政策主力(defense, ai_digital) / ⚠信用過熱(28.2倍) / ⚠ペナルティ1件"
34,4004.T,レゾナックHD,58.6,73,43,72,⏸️ 様子見,11060.0,,,,4.38,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.4倍) / ⚠ペナルティ1件
35,5019.T,出光興産,58.6,73,43,72,⏸️ 様子見,1441.5,,,,9.84,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(9.8倍) / ⚠ペナルティ1件
36,7013.T,IHI,58.6,42,58,90,⏸️ 様子見,3731.0,,,26.29,11.29,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(11.3倍) / ⚠ペナルティ1件
37,9279.T,ギフトホールディングス,58.5,37,58,72,⏸️ 様子見,3880.0,,,23.4,0.76,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / 信用良好(0.8倍) / ⚠ペナルティ1件
38,7741.T,HOYA,58.4,52,64,60,⏸️ 様子見,27570.0,,,20.8,1.2,medical,GC形成中 / 75日MA上
39,7012.T,川崎重工業,58.2,52,45,90,⏸️ 様子見,16165.0,,,,10.05,defense,🏛️政策主力(defense) / GC形成中 / 75日MA上 / ⚠信用過熱(10.1倍) / ⚠ペナルティ1件
40,5802.T,住友電気工業,57.8,68,46,72,⏸️ 様子見,10150.0,,,,6.63,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(6.6倍) / ⚠ペナルティ1件
41,7735.T,SCREENホールディングス,57.4,42,61,84,⏸️ 様子見,19255.0,,,25.1,4.53,semiconductor,🏛️政策主力(semiconductor) / GC形成中 / 75日MA上 / ⚠信用過熱(4.5倍) / ⚠ペナルティ1件
42,7806.T,MTG,57.1,66,46,72,⏸️ 様子見,6270.0,,,,3.22,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(3.2倍) / ⚠ペナルティ1件
43,4307.T,野村総合研究所,57.0,47,61,78,⏸️ 様子見,4321.0,,,22.5,17.69,ai_digital,政策(ai_digital) / ⚠信用過熱(17.7倍) / ⚠ペナルティ1件
44,4194.T,ビジョナル,57.0,53,61,72,⏸️ 様子見,7479.0,,,26.7,22.0,startup_growth,政策(startup_growth) / ⚠信用過熱(22.0倍) / ⚠ペナルティ1件
45,3482.T,ロードスターキャピタル,56.8,41,74,72,⏸️ 様子見,3270.0,5.96,1.86,31.2,51.8,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(51.8倍) / ⚠ペナルティ1件
46,4565.T,ネクセラファーマ,56.8,73,37,72,⏸️ 様子見,908.0,,,,22.21,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(22.2倍) / ⚠ペナルティ1件
